NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
,134434,13.74277778,0221053,22.18138889,NO DAMAGE,,,,,,,
,134547,13.76305556,0220629,22.10805556,DAMAGED,,,,,,,
KANGO HARAZA,125543,12.92861111,0215406,21.90166667,NO DAMAGE,Secondary Town,,,,,,1
,125432,12.90888889,0215243,21.87861111,DESTROYED,,2004,,,2004,2004,
,125255,12.88194444,0215300,21.88333333,DESTROYED,,2003,,,2003,2003,
KAWAINAN,121238,12.21055556,0224309,22.71916667,DESTROYED,,2003,,,2003,2003,
,121130,12.19166667,0224325,22.72361111,NO DAMAGE,,,,,,,
,121022,12.17277778,0223814,22.63722222,NO DAMAGE,,,,,,,
NURKANI,125916,12.98777778,0215444,21.91222222,DAMAGED,,2004,,,2004,2004,
,125438,12.91055556,0225614,22.93722222,DESTROYED,,2004,,,2004,2004,
TENI,125339,12.89416667,0224727,22.79083333,DESTROYED,,2004,,,2004,2004,
,125248,12.88000000,0225638,22.94388889,DESTROYED,,2004,,,2004,2004,
,124718,12.78833333,0225855,22.98194444,DESTROYED,,2003,,,2003,2003,
TIRKELDI,125225,12.87361111,0230503,23.08416667,DESTROYED,,2004,,,2004,2004,
SULLU,125108,12.85222222,0230625,23.10694444,DESTROYED,,2003,,,2003,2003,
,125228,12.87444444,0230710,23.11944444,DESTROYED,,2004,,,2004,2004,
KIYAKUAN,123126,12.52388889,0231619,23.27194444,DESTROYED,,,,,,,
GOKAR,131334,13.22611111,0222804,22.46777778,NO DAMAGE,,,,,,,
,123301,12.55027778,0241658,24.28277778,NO DAMAGE,,,,,,,
,123404,12.56777778,0241733,24.29250000,NO DAMAGE,,,,,,,
,123422,12.57277778,0241654,24.28166667,NO DAMAGE,,,,,,,
,123509,12.58583333,0241618,24.27166667,DAMAGED,~25 of ~200,2010,25,200,2010,2010,
,123531,12.59194444,0241752,24.29777778,NO DAMAGE,,,,,,,
,123521,12.58916667,0241919,24.32194444,NO DAMAGE,,,,,,,
KARKOWIE,141330,14.22500000,0244028,24.67444444,NO DAMAGE,,,,,,,
,141447,14.24638889,0244122,24.68944444,DESTROYED,,2004,,,2004,2004,
,121842,12.31166667,0244139,24.69416667,DESTROYED,,,,,,,
,121809,12.30250000,0244145,24.69583333,DESTROYED,,,,,,,
TAMA WEST,121728,12.29111111,0244307,24.71861111,DESTROYED,,2005,,,2005,2005,
TAMA EAST,121752,12.29777778,0244430,24.74166667,DESTROYED,,2005,,,2005,2005,
,121948,12.33000000,0244637,24.77694444,DESTROYED,,2004,,,2004,2004,
,121343,12.22861111,0242926,24.49055556,NO DAMAGE,,,,,,,
,121317,12.22138889,0243102,24.51722222,DESTROYED,,,,,,,
,121242,12.21166667,0243044,24.51222222,DESTROYED,,,,,,,
,121422,12.23944444,0243350,24.56388889,DESTROYED,,,,,,,
HILLAT MAHMMADDIN,131851,13.31416667,0244853,24.81472222,NO DAMAGE,,,,,,,
,132048,13.34666667,0245553,24.93138889,NO DAMAGE,,,,,,,
,124615,12.77083333,0243608,24.60222222,DESTROYED,~50 of ~50,2003,50,50,2003,2003,
,123410,12.56944444,0245032,24.84222222,DESTROYED,,2004,,,2004,2004,
KORGATI,123321,12.55583333,0244951,24.83083333,DESTROYED,,2003,,,2003,2003,
,123319,12.55527778,0244833,24.80916667,DESTROYED,,2003,,,2003,2003,
TIBREI,123532,12.59222222,0244614,24.77055556,DESTROYED,~100 of ~100,2003,100,100,2003,2003,
,123551,12.59750000,0244621,24.77250000,DESTROYED,~75 of ~75,2003,75,75,2003,2003,
,123313,12.55361111,0245127,24.85750000,DAMAGED,,2004,,,2004,2004,
,123535,12.59305556,0245206,24.86833333,DAMAGED,~10 of ~25,2004,10,25,2004,2004,
,123520,12.58888889,0243912,24.65333333,DESTROYED,,2003,,,2003,2003,
,123458,12.58277778,0243928,24.65777778,NO DAMAGE,,,,,,,
DOEIGI,123511,12.58638889,0243842,24.64500000,DESTROYED,,,,,,,
,123507,12.58527778,0243749,24.63027778,NO DAMAGE,,,,,,,
,123605,12.60138889,0245122,24.85611111,DESTROYED,~25 of ~50,2003,25,50,2003,2003,
,114522,11.75611111,0245012,24.83666667,NO DAMAGE,,,,,,,
SANE DELEBAH,114425,11.74027778,0245011,24.83638889,DAMAGED,,2003/2004,,,2003,2004,
,114637,11.77694444,0243727,24.62416667,NO DAMAGE,,,,,,,
,114807,11.80194444,0243643,24.61194444,NO DAMAGE,,,,,,,
HABOBA,120539,12.09416667,0240044,24.01222222,NO DAMAGE,,,,,,,
UMM LEBASA,120053,12.01472222,0235815,23.97083333,NO DAMAGE,Secondary Town,,,,,,1
,120210,12.03611111,0234843,23.81194444,NO DAMAGE,,,,,,,
DAGADOUSSA,120334,12.05944444,0234704,23.78444444,NO DAMAGE,Secondary Town,,,,,,1
EL GENEINA,132630,13.44166667,0222639,22.44416667,NO DAMAGE,State Capital,,,,,,
,132013,13.33694444,0224518,22.75500000,DAMAGED,,2004,,,2004,2004,
BABANOSA (A),132741,13.46138889,0221859,22.31638889,NO DAMAGE,,,,,,,
AZENE KHADRE,132717,13.45472222,0221529,22.25805556,NO DAMAGE,,,,,,,
,134138,13.69388889,0223817,22.63805556,DESTROYED,,2004,,,2004,2004,
,134054,13.68166667,0223812,22.63666667,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
,134029,13.67472222,0223758,22.63277778,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
,134232,13.70888889,0223844,22.64555556,DESTROYED,,2004,,,2004,2004,
,134318,13.72166667,0223721,22.62250000,DESTROYED,,2004,,,2004,2004,
MUKJAJA,133523,13.58972222,0225434,22.90944444,NO DAMAGE,,,,,,,
,133450,13.58055556,0225305,22.88472222,NO DAMAGE,,,,,,,
MAZRUB,133210,13.53611111,0225307,22.88527778,NO DAMAGE,,,,,,,
,133133,13.52583333,0225308,22.88555556,NO DAMAGE,,,,,,,
TIMEIR,132924,13.49000000,0225405,22.90138889,DESTROYED,,2004,,,2004,2004,
,132927,13.49083333,0225516,22.92111111,DESTROYED,,,,,,,
,133045,13.51250000,0225609,22.93583333,NO DAMAGE,,,,,,,
,133000,13.50000000,0225544,22.92888889,NO DAMAGE,,,,,,,
UM DALBA,132824,13.47333333,0230702,23.11722222,NO DAMAGE,,,,,,,
TINNIYAT,132854,13.48166667,0230653,23.11472222,NO DAMAGE,,,,,,,
,132906,13.48500000,0230615,23.10416667,NO DAMAGE,,,,,,,
,133123,13.52305556,0230742,23.12833333,NO DAMAGE,,,,,,,
WOSTANI H,133138,13.52722222,0230857,23.14916667,NO DAMAGE,,,,,,,
WOSTANI J,133115,13.52083333,0230944,23.16222222,NO DAMAGE,,,,,,,
,133043,13.51194444,0230808,23.13555556,NO DAMAGE,,,,,,,
,133207,13.53527778,0230729,23.12472222,NO DAMAGE,,,,,,,
,133210,13.53611111,0230329,23.05805556,NO DAMAGE,,,,,,,
,133317,13.55472222,0230405,23.06805556,NO DAMAGE,,,,,,,
,133421,13.57250000,0230251,23.04750000,NO DAMAGE,,,,,,,
,133530,13.59166667,0230454,23.08166667,NO DAMAGE,,,,,,,
,133430,13.57500000,0230751,23.13083333,NO DAMAGE,,,,,,,
,133341,13.56138889,0230759,23.13305556,NO DAMAGE,,,,,,,
,133021,13.50583333,0230927,23.15750000,NO DAMAGE,,,,,,,
,132936,13.49333333,0230842,23.14500000,NO DAMAGE,,,,,,,
,132901,13.48361111,0230802,23.13388889,NO DAMAGE,,,,,,,
,111119,11.18861111,0250129,25.02472222,DESTROYED,,2006,,,2006,2006,
,111129,11.19138889,0250220,25.03888889,DESTROYED,,2006,,,2006,2006,
,111021,11.17250000,0250052,25.01444444,DESTROYED,,2006,,,2006,2006,
,111116,11.18777778,0250017,25.00472222,DESTROYED,,2006,,,2006,2006,
EDETEKI 2,111210,11.20277778,0245951,24.99750000,DESTROYED,,2006,,,2006,2006,
TAMASI,111339,11.22750000,0250108,25.01888889,DESTROYED,,2006,,,2006,2006,
,111454,11.24833333,0250126,25.02388889,DESTROYED,,2006,,,2006,2006,
,111148,11.19666667,0250330,25.05833333,DESTROYED,,2006,,,2006,2006,
,111520,11.25555556,0251329,25.22472222,DESTROYED,,2006,,,2006,2006,
,111859,11.31638889,0251241,25.21138889,NO DAMAGE,,,,,,,
,111851,11.31416667,0251215,25.20416667,NO DAMAGE,,,,,,,
JORTOBA,111427,11.24083333,0252116,25.35444444,DESTROYED,,2006,,,2006,2006,
,111039,11.17750000,0252434,25.40944444,DESTROYED,,2005/2006,,,2005,2006,
,111057,11.18250000,0252321,25.38916667,DESTROYED,,2006,,,2006,2006,
,111359,11.23305556,0251452,25.24777778,DESTROYED,,2006,,,2006,2006,
,111710,11.28611111,0251934,25.32611111,DESTROYED,,2006,,,2006,2006,
,111518,11.25500000,0252033,25.34250000,DESTROYED,,2006,,,2006,2006,
,111601,11.26694444,0251951,25.33083333,DESTROYED,,2006,,,2006,2006,
,111606,11.26833333,0251850,25.31388889,DESTROYED,,,,,,,
,111549,11.26361111,0251932,25.32555556,DESTROYED,,2006,,,2006,2006,
,111702,11.28388889,0251839,25.31083333,DESTROYED,,2006,,,2006,2006,
,111746,11.29611111,0251848,25.31333333,DESTROYED,,2006,,,2006,2006,
,111358,11.23277778,0251920,25.32222222,DESTROYED,,2006,,,2006,2006,
UM SAKAKIN,111558,11.26611111,0251617,25.27138889,DESTROYED,,2006,,,2006,2006,
,111649,11.28027778,0251626,25.27388889,DESTROYED,,2006,,,2006,2006,
,111736,11.29333333,0251611,25.26972222,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,111725,11.29027778,0251743,25.29527778,DESTROYED,,2006,,,2006,2006,
MINQASH,110331,11.05861111,0252031,25.34194444,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
MARQUBA,110228,11.04111111,0252208,25.36888889,DESTROYED,~150 of ~150,2006,150,150,2006,2006,
MAGRANA,110133,11.02583333,0252242,25.37833333,NO DAMAGE,,,,,,,
IDAN 2,110952,11.16444444,0250135,25.02638889,DESTROYED,,2005,,,2005,2005,
,130305,13.05138889,0215658,21.94944444,DAMAGED,,2004,,,2004,2004,
,130325,13.05694444,0215732,21.95888889,DAMAGED,,2004,,,2004,2004,
,123509,12.58583333,0253124,25.52333333,DESTROYED,,2006,,,2006,2006,
,123230,12.54166667,0253117,25.52138889,DESTROYED,,2006,,,2006,2006,
ARTO,121908,12.31888889,0253751,25.63083333,DESTROYED,,,,,,,
SAHADA,122004,12.33444444,0254006,25.66833333,DESTROYED,,,,,,,
HILLET ZACHARIA,121614,12.27055556,0254147,25.69638889,DESTROYED,,2006,,,2006,2006,
HILLET DUGU,121743,12.29527778,0254222,25.70611111,DESTROYED,,2006,,,2006,2006,
,121647,12.27972222,0253848,25.64666667,DESTROYED,,2006,,,2006,2006,
,121147,12.19638889,0240301,24.05027778,DESTROYED,,2003,,,2003,2003,
KASARUS,130149,13.03027778,0215630,21.94166667,DESTROYED,,2004,,,2004,2004,
GEMESA,130104,13.01777778,0215615,21.93750000,DESTROYED,,2004,,,2004,2004,
SUNTA,110222,11.03944444,0253638,25.61055556,DAMAGED,,2008,,,2008,2008,
EL UGEIBIS,105818,10.97166667,0252825,25.47361111,DAMAGED,,2008,,,2008,2008,
NESSIA,105557,10.93250000,0254105,25.68472222,NO DAMAGE,,,,,,,
,111130,11.19166667,0253332,25.55888889,DAMAGED,,2004,,,2004,2004,
ALLA MARAGA,131711,13.28638889,0222418,22.40500000,NO DAMAGE,,,,,,,
TANEKA,131811,13.30305556,0222207,22.36861111,NO DAMAGE,,,,,,,
BERTAGNOU,131914,13.32055556,0222542,22.42833333,NO DAMAGE,,,,,,,
,132422,13.40611111,0222304,22.38444444,DESTROYED,,2004,,,2004,2004,
,135805,13.96805556,0224904,22.81777778,DESTROYED,,2003,,,2003,2003,
,135550,13.93055556,0225511,22.91972222,NO DAMAGE,~50,,,50,,,
,135405,13.90138889,0225522,22.92277778,NO DAMAGE,~50,,,50,,,
,135012,13.83666667,0224144,22.69555556,NO DAMAGE,,,,,,,
NIMRA,133231,13.54194444,0233421,23.57250000,NO DAMAGE,,,,,,,
MELESAH,133203,13.53416667,0233304,23.55111111,NO DAMAGE,,,,,,,
TAKUMBA,133034,13.50944444,0233545,23.59583333,NO DAMAGE,,,,,,,
SEYEH,132931,13.49194444,0233032,23.50888889,DESTROYED,,2003,,,2003,2003,
HAMADA,124013,12.67027778,0250829,25.14138889,DESTROYED,,2005,,,2005,2005,
OUBBE,125037,12.84361111,0234103,23.68416667,DESTROYED,,2003,,,2003,2003,
,124922,12.82277778,0234205,23.70138889,DESTROYED,,2003,,,2003,2003,
,125207,12.86861111,0234038,23.67722222,DESTROYED,,2003,,,2003,2003,
,124945,12.82916667,0234343,23.72861111,DESTROYED,,2004,,,2004,2004,
,124818,12.80500000,0234443,23.74527778,DESTROYED,,2003,,,2003,2003,
,124209,12.70250000,0250623,25.10638889,DESTROYED,,,,,,,
DITO,112610,11.43611111,0251517,25.25472222,NO DAMAGE,,,,,,,
,112723,11.45638889,0251354,25.23166667,DESTROYED,,2007,,,2007,2007,
RIJELLA,113140,11.52777778,0251835,25.30972222,DESTROYED,,2007,,,2007,2007,
,113239,11.54416667,0251836,25.31000000,NO DAMAGE,,,,,,,
,113213,11.53694444,0251816,25.30444444,NO DAMAGE,,,,,,,
,113031,11.50861111,0251807,25.30194444,NO DAMAGE,,,,,,,
,112722,11.45611111,0251802,25.30055556,NO DAMAGE,,,,,,,
EL ABIAD,112639,11.44416667,0251631,25.27527778,NO DAMAGE,,,,,,,
SANAM AL NAGA,112651,11.44750000,0250914,25.15388889,DAMAGED,,2007/2008,,,2007,2008,
GURA,112801,11.46694444,0250808,25.13555556,DESTROYED,,2007/2008,,,2007,2008,
,112524,11.42333333,0251127,25.19083333,DESTROYED,,2006,,,2006,2006,
BAKHIT TUM,112547,11.42972222,0251206,25.20166667,DESTROYED,,2006,,,2006,2006,
HIGELIG,113147,11.52972222,0252507,25.41861111,DESTROYED,,2008,,,2008,2008,
MARQUBAH,113158,11.53277778,0252140,25.36111111,DESTROYED,,2007,,,2007,2007,
RUJAYLAH,113152,11.53111111,0252054,25.34833333,DESTROYED,,2007,,,2007,2007,
MOKTAN,113256,11.54888889,0252000,25.33333333,NO DAMAGE,,,,,,,
LADOBE,113454,11.58166667,0252129,25.35805556,DESTROYED,,2007,,,2007,2007,
ABU BOUCHA,112851,11.48083333,0252247,25.37972222,NO DAMAGE,,,,,,,
UM BOIM,112452,11.41444444,0252345,25.39583333,DAMAGED,,2008,,,2008,2008,
AMHACHIM,112935,11.49305556,0252549,25.43027778,DESTROYED,,2008,,,2008,2008,
HASHABA,112821,11.47250000,0252745,25.46250000,DESTROYED,,2005,,,2005,2005,
,113442,11.57833333,0252721,25.45583333,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,113541,11.59472222,0252912,25.48666667,DESTROYED,,2008,,,2008,2008,
,113625,11.60694444,0253000,25.50000000,DESTROYED,,2008,,,2008,2008,
SHURUNG,113802,11.63388889,0253004,25.50111111,DESTROYED,,2008,,,2008,2008,
KULAYKILI,112202,11.36722222,0253017,25.50472222,DESTROYED,,2004,,,2004,2004,
,112432,11.40888889,0253050,25.51388889,DESTROYED,,2004,,,2004,2004,
,112351,11.39750000,0252540,25.42777778,DESTROYED,,2004/2005,,,2004,2005,
,130741,13.12805556,0241608,24.26888889,NO DAMAGE,,,,,,,
KORON,130545,13.09583333,0241633,24.27583333,NO DAMAGE,,,,,,,
SIRRI SAM,130548,13.09666667,0241704,24.28444444,NO DAMAGE,,,,,,,
WONA,130423,13.07305556,0241740,24.29444444,NO DAMAGE,,,,,,,
,130236,13.04333333,0241744,24.29555556,NO DAMAGE,,,,,,,
TURRA,131721,13.28916667,0240222,24.03944444,DESTROYED,,2003,,,2003,2003,
,131801,13.30027778,0235759,23.96638889,DESTROYED,,2003,,,2003,2003,
,131709,13.28583333,0235605,23.93472222,NO DAMAGE,,,,,,,
,132141,13.36138889,0235530,23.92500000,DESTROYED,,,,,,,
MADI,132140,13.36111111,0235745,23.96250000,NO DAMAGE,,,,,,,
DAMRA 9,122024,12.34000000,0230547,23.09638889,NO DAMAGE,,,,,,,
HI NASIM,122105,12.35138889,0230440,23.07777778,NO DAMAGE,,,,,,,
FARFUR,110327,11.05750000,0245930,24.99166667,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
GAMARI,110414,11.07055556,0245931,24.99194444,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,110427,11.07416667,0245824,24.97333333,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
,110337,11.06027778,0245735,24.95972222,DESTROYED,,2005,,,2005,2005,
,110321,11.05583333,0245823,24.97305556,DESTROYED,,2005,,,2005,2005,
,110343,11.06194444,0245645,24.94583333,DESTROYED,,2005,,,2005,2005,
,110243,11.04527778,0245702,24.95055556,DESTROYED,,2005,,,2005,2005,
,110403,11.06750000,0250149,25.03027778,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
,110420,11.07222222,0250121,25.02250000,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,134247,13.71305556,0240303,24.05083333,DESTROYED,~100 of ~100,2003,100,100,2003,2003,
AMLILDISO,133852,13.64777778,0240311,24.05305556,NO DAMAGE,,,,,,,
,110912,11.15333333,0250218,25.03833333,DESTROYED,,2006,,,2006,2006,
,110605,11.10138889,0250457,25.08250000,DESTROYED,,2006,,,2006,2006,
SHERGEILA,110711,11.11972222,0245507,24.91861111,NO DAMAGE,,,,,,,
,110338,11.06055556,0251751,25.29750000,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,110402,11.06722222,0251821,25.30583333,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,110436,11.07666667,0251911,25.31972222,DESTROYED,~75 of ~75,2006,75,75,2006,2006,
,110456,11.08222222,0251933,25.32583333,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
GENEINA,105939,10.99416667,0251516,25.25444444,DESTROYED,,2006,,,2006,2006,
,105831,10.97527778,0251431,25.24194444,DESTROYED,,,,,,,
,105828,10.97444444,0251259,25.21638889,DESTROYED,,2006,,,2006,2006,
,125216,12.87111111,0240918,24.15500000,DESTROYED,,2003,,,2003,2003,
,125157,12.86583333,0240849,24.14694444,DESTROYED,,2003,,,2003,2003,
,125234,12.87611111,0241051,24.18083333,NO DAMAGE,,,,,,,
,125248,12.88000000,0241113,24.18694444,NO DAMAGE,,,,,,,
,125503,12.91750000,0240512,24.08666667,DESTROYED,,,,,,,
,110250,11.04722222,0252412,25.40333333,DESTROYED,,2006,,,2006,2006,
,110210,11.03611111,0252454,25.41500000,DESTROYED,,2006,,,2006,2006,
,110314,11.05388889,0252357,25.39916667,DESTROYED,,2006,,,2006,2006,
,110145,11.02916667,0252131,25.35861111,DESTROYED,,2006,,,2006,2006,
,110227,11.04083333,0252644,25.44555556,NO DAMAGE,,,,,,,
,110225,11.04027778,0252549,25.43027778,NO DAMAGE,,,,,,,
,110054,11.01500000,0252442,25.41166667,DESTROYED,,,,,,,
EN NIAGA,105959,10.99972222,0252435,25.40972222,NO DAMAGE,,,,,,,
,105959,10.99972222,0252553,25.43138889,NO DAMAGE,,,,,,,
SOLGANA,105728,10.95777778,0252508,25.41888889,NO DAMAGE,,,,,,,
,105659,10.94972222,0252431,25.40861111,NO DAMAGE,,,,,,,
,105601,10.93361111,0252010,25.33611111,NO DAMAGE,,,,,,,
,125403,12.90083333,0250412,25.07000000,NO DAMAGE,,,,,,,
,125450,12.91388889,0250604,25.10111111,DESTROYED,,,,,,,
,125322,12.88944444,0245919,24.98861111,DESTROYED,,2006,,,2006,2006,
,125301,12.88361111,0245852,24.98111111,DESTROYED,,2006,,,2006,2006,
,125302,12.88388889,0250053,25.01472222,DESTROYED,,,,,,,
,125325,12.89027778,0250259,25.04972222,NO DAMAGE,,,,,,,
,124151,12.69750000,0250409,25.06916667,DESTROYED,,,,,,,
,114223,11.70638889,0255011,25.83638889,DAMAGED,~10 of ~25,2004,10,25,2004,2004,
,114359,11.73305556,0255018,25.83833333,DAMAGED,~25 of ~50,2004,25,50,2004,2004,
,114256,11.71555556,0255256,25.88222222,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
,113509,11.58583333,0251854,25.31500000,NO DAMAGE,,,,,,,
,133702,13.61722222,0242423,24.40638889,DAMAGED,,2004,,,2004,2004,
KAOURA,133659,13.61638889,0242502,24.41722222,DESTROYED,~200 of ~250,2004,200,250,2004,2004,
,114002,11.66722222,0255713,25.95361111,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
,113614,11.60388889,0260045,26.01250000,DESTROYED,,2004,,,2004,2004,
,113642,11.61166667,0260035,26.00972222,DESTROYED,,2004,,,2004,2004,
,113844,11.64555556,0255827,25.97416667,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
UM SAFATI,114042,11.67833333,0252345,25.39583333,DESTROYED,,2008,,,2008,2008,
UMRIBESH,114001,11.66694444,0252346,25.39611111,DESTROYED,,2008,,,2008,2008,
,113936,11.66000000,0252430,25.40833333,DESTROYED,,2008,,,2008,2008,
AMABILA,113842,11.64500000,0252416,25.40444444,DESTROYED,,2008,,,2008,2008,
,113909,11.65250000,0252516,25.42111111,DESTROYED,,2008,,,2008,2008,
KOLIKELI,113745,11.62916667,0252507,25.41861111,DESTROYED,,2008,,,2008,2008,
,113631,11.60861111,0252140,25.36111111,NO DAMAGE,,,,,,,
,113621,11.60583333,0251947,25.32972222,NO DAMAGE,,,,,,,
,113622,11.60611111,0251917,25.32138889,NO DAMAGE,,,,,,,
SANIA AFANDU,114346,11.72944444,0252424,25.40666667,DAMAGED,Secondary Town,2008,,,2008,2008,1
GADARIF,114500,11.75000000,0252258,25.38277778,DESTROYED,,2006,,,2006,2006,
TOUBOUM,114506,11.75166667,0252122,25.35611111,DESTROYED,,2006,,,2006,2006,
UM HAWAIM,113842,11.64500000,0252240,25.37777778,DESTROYED,,2008,,,2008,2008,
,112643,11.44527778,0251300,25.21666667,DESTROYED,,2006,,,2006,2006,
DAKAMA,112413,11.40361111,0251129,25.19138889,DESTROYED,,2006,,,2006,2006,
,112905,11.48472222,0252929,25.49138889,DESTROYED,,2005,,,2005,2005,
,113215,11.53750000,0252735,25.45972222,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,112311,11.38638889,0251028,25.17444444,NO DAMAGE,,,,,,,
,112221,11.37250000,0251017,25.17138889,NO DAMAGE,,,,,,,
,112219,11.37194444,0250940,25.16111111,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,112940,11.49444444,0252848,25.48000000,DESTROYED,,2005,,,2005,2005,
,112817,11.47138889,0253000,25.50000000,DESTROYED,,2005,,,2005,2005,
,113033,11.50916667,0252957,25.49916667,DESTROYED,~75 of ~75,2004/2005,75,75,2004,2005,
,113119,11.52194444,0253006,25.50166667,DESTROYED,,2004/2005,,,2004,2005,
,113157,11.53250000,0252748,25.46333333,DESTROYED,~100 of ~100,2004/2005,100,100,2004,2005,
,112754,11.46500000,0252811,25.46972222,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,111835,11.30972222,0253102,25.51722222,DESTROYED,~10 of ~10,2004/2005,10,10,2004,2005,
,111845,11.31250000,0252821,25.47250000,DESTROYED,~75 of ~75,2004/2005,75,75,2004,2005,
,111857,11.31583333,0252625,25.44027778,DESTROYED,,2004/2005,,,2004,2005,
,111838,11.31055556,0252248,25.38000000,DESTROYED,~10 of ~10,2004/2005,10,10,2004,2005,
,111819,11.30527778,0252047,25.34638889,DESTROYED,,2005,,,2005,2005,
,111442,11.24500000,0251950,25.33055556,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,111517,11.25472222,0252220,25.37222222,DESTROYED,,2006,,,2006,2006,
,115350,11.89722222,0250814,25.13722222,DESTROYED,,2004,,,2004,2004,
,115255,11.88194444,0250832,25.14222222,DESTROYED,,2004,,,2004,2004,
,115152,11.86444444,0250834,25.14277778,DESTROYED,,2004,,,2004,2004,
JABEL EISA,152331,15.39194444,0260321,26.05583333,NO DAMAGE,,,,,,,
,132828,13.47444444,0223416,22.57111111,NO DAMAGE,~25,,,25,,,
,135741,13.96138889,0242334,24.39277778,DAMAGED,,2003,,,2003,2003,
,135918,13.98833333,0242304,24.38444444,DAMAGED,,2003,,,2003,2003,
,135621,13.93916667,0242309,24.38583333,NO DAMAGE,,,,,,,
,135421,13.90583333,0242241,24.37805556,NO DAMAGE,,,,,,,
,135417,13.90472222,0242318,24.38833333,DAMAGED,,2003,,,2003,2003,
,135301,13.88361111,0242231,24.37527778,DAMAGED,,2003,,,2003,2003,
RAHAT ALGASH,133637,13.61027778,0225213,22.87027778,NO DAMAGE,,,,,,,
,133002,13.50055556,0225042,22.84500000,NO DAMAGE,,,,,,,
MANGA,125122,12.85611111,0250135,25.02638889,DESTROYED,,2006,,,2006,2006,
,125141,12.86138889,0250152,25.03111111,DESTROYED,,2006,,,2006,2006,
,125151,12.86416667,0250052,25.01444444,NO DAMAGE,,,,,,,
,125259,12.88305556,0250347,25.06305556,NO DAMAGE,,,,,,,
,125316,12.88777778,0250404,25.06777778,NO DAMAGE,,,,,,,
,133017,13.50472222,0224839,22.81083333,NO DAMAGE,,,,,,,
,132827,13.47416667,0225957,22.99916667,DESTROYED,,,,,,,
,132834,13.47611111,0230022,23.00611111,NO DAMAGE,~25,,,25,,,
,132752,13.46444444,0230100,23.01666667,NO DAMAGE,,,,,,,
SESSEBANG,132548,13.43000000,0230109,23.01916667,NO DAMAGE,,,,,,,
,132543,13.42861111,0230140,23.02777778,DESTROYED,,,,,,,
,132901,13.48361111,0225634,22.94277778,NO DAMAGE,,,,,,,
GREIDA,132653,13.44805556,0230607,23.10194444,NO DAMAGE,,,,,,,
KONGI,132245,13.37916667,0230630,23.10833333,NO DAMAGE,,,,,,,
,132634,13.44277778,0230318,23.05500000,NO DAMAGE,,,,,,,
,132523,13.42305556,0230330,23.05833333,NO DAMAGE,,,,,,,
,133004,13.50111111,0230057,23.01583333,NO DAMAGE,,,,,,,
SHADIDI,121110,12.18611111,0245203,24.86750000,NO DAMAGE,,,,,,,
,121140,12.19444444,0245153,24.86472222,NO DAMAGE,,,,,,,
,124120,12.68888889,0252040,25.34444444,NO DAMAGE,,,,,,,
,123914,12.65388889,0252128,25.35777778,NO DAMAGE,,,,,,,
KARBAB,123954,12.66500000,0252259,25.38305556,NO DAMAGE,,,,,,,
SEREIF,124308,12.71888889,0252009,25.33583333,NO DAMAGE,,,,,,,
,124528,12.75777778,0252019,25.33861111,NO DAMAGE,,,,,,,
YOURTOBEK,124559,12.76638889,0252023,25.33972222,NO DAMAGE,,,,,,,
TANDALTI,114347,11.72972222,0252635,25.44305556,DESTROYED,,2007/2008,,,2007,2008,
ANGAREB,111511,11.25305556,0251812,25.30333333,DESTROYED,,2006,,,2006,2006,
MALWI,112059,11.34972222,0252033,25.34250000,DESTROYED,,2004/2005,,,2004,2005,
ABOUDIGES,114532,11.75888889,0252148,25.36333333,NO DAMAGE,,,,,,,
KOGIDI,123303,12.55083333,0252606,25.43500000,NO DAMAGE,,,,,,,
YOIYOI,123619,12.60527778,0252656,25.44888889,DESTROYED,,,,,,,
EL QOZ,123732,12.62555556,0252706,25.45166667,NO DAMAGE,,,,,,,
DANGIA,123723,12.62305556,0252434,25.40944444,NO DAMAGE,,,,,,,
,111810,11.30277778,0252950,25.49722222,DESTROYED,,2004/2005,,,2004,2005,
,111758,11.29944444,0252831,25.47527778,DESTROYED,,2004/2005,,,2004,2005,
,111625,11.27361111,0252302,25.38388889,DESTROYED,,2004/2005,,,2004,2005,
